genre,title,author,avg_rating,total_ratings,year_published,image_url
Horror,The Only Good Indians (Hardcover),Stephen Graham Jones,3.69,96271,2020,/book/show/52180399-the-only-good-indians
Horror,Cujo (Mass Market Paperback),Stephen        King,3.79,305853,1981,/book/show/10603.Cujo
Horror,"What Moves the Dead (Sworn Soldier, #1)",T. Kingfisher,3.87,105859,2022,/book/show/58724626-what-moves-the-dead
Horror,NOS4A2 (Hardcover),Joe Hill,4.08,137294,2013,/book/show/15729539-nos4a2
Horror,"Bird Box (Bird Box, #1)",Josh Malerman,4.04,201260,2014,/book/show/44646576-bird-box
Horror,Heart-Shaped Box (Hardcover),Joe Hill,3.84,145813,2007,/book/show/153025.Heart_Shaped_Box
Horror,Dr. Jekyll and Mr. Hyde (Mass Market Paperback),Robert Louis Stevenson,3.83,626996,1886,/book/show/51496.Dr_Jekyll_and_Mr_Hyde
Horror,My Best Friend's Exorcism (Kindle Edition),Grady Hendrix,3.93,132740,2016,/book/show/41015038-my-best-friend-s-exorcism
Horror,Horrorstör (Paperback),Grady Hendrix,3.65,109200,2014,/book/show/13129925-horrorst-r
Horror,The Troop (Hardcover),Nick Cutter,3.84,105066,2014,/book/show/17571466-the-troop
Horror,The Outsider (Hardcover),Stephen        King,4.01,346623,2018,/book/show/36124936-the-outsider
Horror,Needful Things (Paperback),Stephen        King,3.98,265727,1991,/book/show/107291.Needful_Things
Horror,Christine (Paperback),Stephen        King,3.85,254016,1983,/book/show/10629.Christine
Horror,A Head Full of Ghosts (Hardcover),Paul Tremblay,3.79,96775,2015,/book/show/23019294-a-head-full-of-ghosts
Horror,Carmilla (Paperback),J. Sheridan Le Fanu,3.87,150982,1872,/book/show/48037.Carmilla
Horror,Let the Right One In (Hardcover),John Ajvide Lindqvist,4.04,116682,2004,/book/show/943402.Let_the_Right_One_In
Horror,Night Shift (Paperback),Stephen        King,4.04,190973,1978,/book/show/10628.Night_Shift
Horror,The Final Girl Support Group (Hardcover),Grady Hendrix,3.51,162386,2021,/book/show/55829194-the-final-girl-support-group
Horror,"Rosemary’s Baby (Rosemary's Baby, #1)",Ira Levin,4.05,150540,1967,/book/show/228296.Rosemary_s_Baby
Horror,"Bunny (Bunny, #1)",Mona Awad,3.48,262328,2019,/book/show/53285047-bunny
Horror,How to Sell a Haunted House (Hardcover),Grady Hendrix,3.65,137609,2023,/book/show/59414094-how-to-sell-a-haunted-house
Horror,The Picture of Dorian Gray (Paperback),Oscar Wilde,4.13,1714431,1890,/book/show/489732.The_Picture_of_Dorian_Gray
Horror,The Turn of the Screw (Paperback),Henry James,3.39,168529,1898,/book/show/12948.The_Turn_of_the_Screw
Horror,Firestarter (Mass Market Paperback),Stephen        King,3.92,238664,1980,/book/show/233667.Firestarter
Horror,"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas  Harris,4.25,570948,1988,/book/show/23807.The_Silence_of_the_Lambs
Horror,The Dead Zone (Mass Market Paperback),Stephen        King,3.97,235124,1979,/book/show/11573.The_Dead_Zone
Horror,"The Girl with All the Gifts (The Girl With All the Gifts, #1)",M.R. Carey,3.95,237318,2014,/book/show/17235026-the-girl-with-all-the-gifts
Horror,Something Wicked This Way Comes (Mass Market Paperback),Ray Bradbury,3.90,143269,1962,/book/show/248596.Something_Wicked_This_Way_Comes
Horror,The Institute (Hardcover),Stephen        King,4.20,310149,2019,/book/show/43798285-the-institute
Horror,Cell (Mass Market Paperback),Stephen        King,3.66,230514,2006,/book/show/10567.Cell
Horror,Unknown Title,Unknown Author,N/A,N/A,N/A,No Image
Horror,Unknown Title,Unknown Author,N/A,N/A,N/A,No Image
Memoir,Educated (Hardcover),Tara Westover,4.47,1704690,2018,/book/show/35133922-educated
Memoir,I’m Glad My Mom Died (Hardcover),Jennette McCurdy,4.45,1264650,2022,/book/show/59366244-i-m-glad-my-mom-died
Memoir,The Glass Castle (Paperback),Jeannette Walls,4.32,1296052,2005,/book/show/7445.The_Glass_Castle
Memoir,Becoming (Hardcover),Michelle Obama,4.44,1132990,2018,/book/show/38746485-becoming
Memoir,Crying in H Mart (Hardcover),Michelle Zauner,4.25,515002,2021,/book/show/54814676-crying-in-h-mart
Memoir,Born a Crime: Stories From a South African Childhood (Hardcover),Trevor Noah,4.49,756512,2016,/book/show/29780253-born-a-crime
Memoir,Wild: From Lost to Found on the Pacific Crest Trail (Hardcover),Cheryl Strayed,4.06,837305,2012,/book/show/12262741-wild
Memoir,When Breath Becomes Air (Kindle Edition),Paul Kalanithi,4.41,740279,2016,/book/show/25899336-when-breath-becomes-air
Memoir,Bossypants (ebook),Tina Fey,3.96,1032962,2011,/book/show/9418327-bossypants
Memoir,The Diary of a Young Girl (Mass Market Paperback),Anne Frank,4.20,3983012,1947,/book/show/127441416-the-diary-of-a-young-girl
Memoir,Night (Paperback),Elie Wiesel,4.38,1309694,1956,/book/show/1617.Night
Memoir,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis (Hardcover),J.D. Vance,3.85,472398,2016,/book/show/27161156-hillbilly-elegy
Memoir,"Eat, Pray, Love (Paperback)",Elizabeth Gilbert,3.64,1801477,2006,/book/show/19501.Eat_Pray_Love
Memoir,Yes Please (Hardcover),Amy Poehler,3.85,542847,2014,/book/show/20910157-yes-please
Memoir,The Year of Magical Thinking (Paperback),Joan Didion,3.93,274045,2005,/book/show/7815.The_Year_of_Magical_Thinking
Memoir,Know My Name (ebook),Chanel Miller,4.70,230307,2019,/book/show/50196744-know-my-name
Memoir,In the Dream House (Hardcover),Carmen Maria Machado,4.41,145813,2019,/book/show/43317482-in-the-dream-house
Memoir,Is Everyone Hanging Out Without Me? (And Other Concerns),Mindy Kaling,3.86,506498,2011,/book/show/10335308-is-everyone-hanging-out-without-me
Memoir,"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",Maya Angelou,4.30,556721,1969,/book/show/13214.I_Know_Why_the_Caged_Bird_Sings
Memoir,The Woman in Me (Hardcover),Britney Spears,3.84,521328,2023,/book/show/63133205-the-woman-in-me
Memoir,"Angela’s Ashes (Frank McCourt, #1)",Frank McCourt,4.15,645196,1996,/book/show/252577.Angela_s_Ashes
Memoir,Between the World and Me (Hardcover),Ta-Nehisi Coates,4.40,350620,2015,/book/show/25489625-between-the-world-and-me
Memoir,Hunger: A Memoir of (My) Body,Roxane Gay,4.18,117019,2017,/book/show/26074156-hunger
Memoir,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban (Hardcover),Malala Yousafzai,4.16,603890,2012,/book/show/17851885-i-am-malala
Memoir,Fun Home: A Family Tragicomic (Paperback),Alison Bechdel,4.08,192443,2006,/book/show/26135825-fun-home
Memoir,Me Talk Pretty One Day (Paperback),David Sedaris,4.01,709860,2000,/book/show/4137.Me_Talk_Pretty_One_Day
Memoir,Just Kids (Hardcover),Patti Smith,4.22,318461,2010,/book/show/206318521-just-kids
Memoir,Running with Scissors (Paperback),Augusten Burroughs,3.77,397859,2002,/book/show/242006.Running_with_Scissors
Memoir,Spare (Hardcover),Prince Harry,3.84,403804,2023,/book/show/62296528-spare
Memoir,Let's Pretend This Never Happened: A Mostly True Memoir (Hardcover),Jenny  Lawson,3.90,197146,2012,/book/show/12868761-let-s-pretend-this-never-happened
Memoir,Brain on Fire: My Month of Madness (ebook),Susannah Cahalan,4.09,229623,2012,/book/show/63221207-brain-on-fire
Memoir,Kitchen Confidential: Adventures in the Culinary Underbelly (Paperback),Anthony Bourdain,4.18,347333,2000,/book/show/33313.Kitchen_Confidential
Memoir,Untamed (Hardcover),Glennon Doyle,3.99,485057,2020,/book/show/52129515-untamed
Memoir,On Writing: A Memoir of the Craft (Mass Market Paperback),Stephen        King,4.34,303747,2000,/book/show/10569.On_Writing
Memoir,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson (Paperback)",Mitch Albom,4.19,1116452,1997,/book/show/6900.Tuesdays_with_Morrie
Memoir,Man’s Search for Meaning (Paperback),Viktor E. Frankl,4.38,799440,1946,/book/show/4069.Man_s_Search_for_Meaning
Memoir,"Maybe You Should Talk to Someone: A Therapist, Her Therapist, and Our Lives Revealed (Hardcover)",Lori Gottlieb,4.37,369747,2019,/book/show/37570546-maybe-you-should-talk-to-someone
Memoir,A Promised Land (Kindle Edition),Barack Obama,4.33,254640,2020,/book/show/55361205-a-promised-land
Memoir,"Girl, Interrupted (Paperback)",Susanna Kaysen,3.94,262858,1993,/book/show/68783.Girl_Interrupted
Memoir,Orange Is the New Black (Hardcover),Piper Kerman,3.72,203772,2010,/book/show/6314763-orange-is-the-new-black
Memoir,"Persepolis: The Story of a Childhood (Persepolis, #1)",Marjane Satrapi,4.27,220248,2003,/book/show/9516.Persepolis
Memoir,Furiously Happy: A Funny Book About Horrible Things (Hardcover),Jenny  Lawson,3.90,169509,2015,/book/show/23848559-furiously-happy
Memoir,Why Not Me? (Paperback),Mindy Kaling,3.91,222302,2015,/book/show/30268522-why-not-me
Memoir,Greenlights (Hardcover),Matthew McConaughey,4.21,399801,2020,/book/show/52838315-greenlights
Memoir,"Friends, Lovers, and the Big Terrible Thing (Hardcover)",Matthew  Perry,3.93,346760,2022,/book/show/59641216-friends-lovers-and-the-big-terrible-thing
Memoir,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Mass Market Paperback),Bill Bryson,4.07,427551,1998,/book/show/9791.A_Walk_in_the_Woods
Memoir,Everything I Know About Love (Hardcover),Dolly Alderton,3.97,422740,2018,/book/show/46041465-everything-i-know-about-love
Memoir,H is for Hawk (Hardcover),Helen Macdonald,3.74,77580,2014,/book/show/18803640-h-is-for-hawk
Memoir,Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls (and Everything in Between),Lauren Graham,3.94,151038,2016,/book/show/40411206-talking-as-fast-as-i-can
Memoir,Into Thin Air: A Personal Account of the Mt. Everest Disaster (Paperback),Jon Krakauer,4.25,537305,1997,/book/show/1898.Into_Thin_Air
Memoir,Unknown Title,Unknown Author,N/A,N/A,N/A,No Image
Memoir,Unknown Title,Unknown Author,N/A,N/A,N/A,No Image
Music,Daisy Jones & The Six (Hardcover),Taylor Jenkins Reid,4.20,1701039,2019,/book/show/40597810-daisy-jones-the-six
Music,Musicophilia: Tales of Music and the Brain (Hardcover),Oliver Sacks,3.95,71743,2007,/book/show/1297985.Musicophilia
Music,This Is Your Brain on Music (Hardcover),Daniel J. Levitin,3.89,65766,2006,/book/show/141565.This_Is_Your_Brain_on_Music
Music,Just Kids (Hardcover),Patti Smith,4.22,318461,2010,/book/show/206318521-just-kids
Music,How Music Works (Hardcover),David Byrne,4.01,26693,2014,/book/show/13235689-how-music-works
Music,The Rest Is Noise: Listening to the Twentieth Century (Hardcover),Alex  Ross,4.10,15553,2007,/book/show/392563.The_Rest_Is_Noise
Music,Please Kill Me: The Uncensored Oral History of Punk (Paperback),Legs McNeil,4.20,35356,1996,/book/show/14595.Please_Kill_Me
Music,Life (Hardcover),Keith Richards,3.89,96228,2010,/book/show/9439303-life
Music,"Chronicles, Volume One (Paperback)",Bob Dylan,3.98,59292,2004,/book/show/14318.Chronicles_Volume_One
Music,The Storyteller: Tales of Life and Music (Hardcover),Dave Grohl,4.45,157875,2021,/book/show/57648017-the-storyteller
Music,Our Band Could Be Your Life: Scenes from the American Indie Underground 1981-1991 (Paperback),Michael Azerrad,4.22,17151,2001,/book/show/29393.Our_Band_Could_Be_Your_Life
Music,Girl in a Band (Hardcover),Kim Gordon,3.67,30343,2015,/book/show/22693211-girl-in-a-band
Music,High Fidelity (Paperback),Nick Hornby,3.90,209105,1995,/book/show/285092.High_Fidelity
Music,Rip it Up and Start Again. Post-punk 1978-1984 (Hardcover),Simon Reynolds,4.08,8833,2005,/book/show/272642.Rip_it_Up_and_Start_Again_Post_punk_1978_1984
Music,Born to Run (Hardcover),Bruce Springsteen,4.19,51907,2016,/book/show/29072594-born-to-run
Music,Hunger Makes Me a Modern Girl (Hardcover),Carrie Brownstein,3.83,35844,2015,/book/show/25065629-hunger-makes-me-a-modern-girl
Music,Scar Tissue (Paperback),Anthony Kiedis,4.11,96910,2004,/book/show/96647.Scar_Tissue
Music,No One Here Gets Out Alive (Paperback),Jerry Hopkins,3.94,45273,1980,/book/show/691520.No_One_Here_Gets_Out_Alive
Music,"Love Is a Mix Tape: Life and Loss, One Song at a Time (Hardcover)",Rob Sheffield,3.87,41069,2007,/book/show/46190.Love_Is_a_Mix_Tape
Music,Miles: The Autobiography (Paperback),Miles Davis,4.21,15729,1989,/book/show/829313.Miles
Music,The Dirt: Confessions of the World's Most Notorious Rock Band (Paperback),Neil Strauss,4.14,47197,2001,/book/show/25378.The_Dirt
Music,What to Listen for in Music (Paperback),Aaron Copland,3.95,8990,1939,/book/show/99126.What_to_Listen_for_in_Music
Music,A Visit from the Goon Squad (Hardcover),Jennifer Egan,3.70,239613,2010,/book/show/7331435-a-visit-from-the-goon-squad
Music,Heavier Than Heaven: A Biography of Kurt Cobain (Hardcover),Charles R. Cross,4.12,33628,2001,/book/show/1149440.Heavier_Than_Heaven
Music,The History of Jazz (Paperback),Ted Gioia,4.10,5204,1997,/book/show/177539.The_History_of_Jazz
Music,"Clothes, Clothes, Clothes. Music, Music, Music. Boys, Boys, Boys (Paperback)",Viv Albertine,4.29,12714,2014,/book/show/19246471-clothes-clothes-clothes-music-music-music-boys-boys-boys
Music,Me (Hardcover),Elton John,4.33,68733,2019,/book/show/44303730-me
Music,Psychotic Reactions and Carburetor Dung (Paperback),Lester Bangs,4.03,9558,1987,/book/show/239404.Psychotic_Reactions_and_Carburetor_Dung
Music,Girls to the Front: The True Story of the Riot Grrrl Revolution (Paperback),Sara Marcus,3.96,8532,2010,/book/show/7742036-girls-to-the-front
Music,Meet Me in the Bathroom: Rebirth and Rock and Roll in New York City 2001-2011 (Hardcover),Lizzy Goodman,4.16,11680,2017,/book/show/25816741-meet-me-in-the-bathroom
Music,Cash (Paperback),Johnny Cash,4.02,24617,1997,/book/show/35488.Cash
Music,Clapton: The Autobiography (Hardcover),Eric Clapton,3.83,28374,2007,/book/show/1207904.Clapton
Music,I'm with the Band: Confessions of a Groupie (Paperback),Pamela Des Barres,3.70,20625,1987,/book/show/50039.I_m_with_the_Band
Music,"If I Stay (If I Stay, #1)",Gayle Forman,3.91,945081,2009,/book/show/4374400-if-i-stay
Music,The Beatles Anthology (Hardcover),The Beatles,4.38,17468,2000,/book/show/676555.The_Beatles_Anthology
Music,Slash (Hardcover),Slash,4.00,29640,2007,/book/show/1970449.Slash
Music,"England's Dreaming: Anarchy, Sex Pistols, Punk Rock, and Beyond (Paperback)",Jon Savage,4.07,7226,1991,/book/show/330729.England_s_Dreaming
Music,The Woman in Me (Hardcover),Britney Spears,3.84,521328,2023,/book/show/63133205-the-woman-in-me
Music,Songbook (Paperback),Nick Hornby,3.56,14098,2002,/book/show/4261.Songbook
Music,Journals (Hardcover),Kurt Cobain,4.01,17333,2002,/book/show/58547.Journals
Music,Hammer of the Gods (Mass Market Paperback),Stephen Davis,3.86,13230,1985,/book/show/586516.Hammer_of_the_Gods
Music,Touching from a Distance: Ian Curtis and Joy Division (Paperback),Deborah Curtis,3.92,8886,1995,/book/show/401939.Touching_from_a_Distance
Music,I Am Ozzy (Hardcover),Ozzy Osbourne,4.11,29797,2009,/book/show/6952423-i-am-ozzy
Music,Autobiography (Paperback),Morrissey,3.61,13131,2013,/book/show/18625064-autobiography
Music,"Lick (Stage Dive, #1)",Kylie Scott,4.05,92187,2013,/book/show/17983690-lick
Music,Can't Stop Won't Stop: A History of the Hip-Hop Generation (Paperback),Jeff Chang,4.15,5472,2005,/book/show/54754.Can_t_Stop_Won_t_Stop
Music,The Heroin Diaries: A Year in the Life of a Shattered Rock Star (Hardcover),Nikki Sixx,4.14,38018,2007,/book/show/1883838.The_Heroin_Diaries
Music,Absolutely on Music: Conversations with Seiji Ozawa (Paperback),Haruki Murakami,3.90,6590,2011,/book/show/28092838-absolutely-on-music
Music,Revolution in the Head: The Beatles Records and the Sixties (Paperback),Ian MacDonald,4.25,5654,1994,/book/show/288550.Revolution_in_the_Head
Music,Lords of Chaos (Paperback),Michael Moynihan,3.68,8524,1998,/book/show/116168.Lords_of_Chaos
Music,Unknown Title,Unknown Author,N/A,N/A,N/A,No Image
Music,Unknown Title,Unknown Author,N/A,N/A,N/A,No Image
Mystery,And Then There Were None (Paperback),Agatha Christie,4.28,1493977,1939,/book/show/16299.And_Then_There_Were_None
Mystery,"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,4.20,680930,1934,/book/show/853510.Murder_on_the_Orient_Express
Mystery,The Girl With the Dragon Tattoo (Millennium #1),Stieg Larsson,4.17,3329249,2005,/book/show/2429135.The_Girl_With_the_Dragon_Tattoo
Mystery,Gone Girl (Paperback),Gillian Flynn,4.14,3291468,2012,/book/show/19288043-gone-girl
Mystery,The Girl on the Train (Hardcover),Paula Hawkins,3.96,3138396,2015,/book/show/22557272-the-girl-on-the-train
Mystery,"The da Vinci Code (Robert Langdon, #2)",Dan    Brown,3.93,2442879,2003,/book/show/55019161-the-da-vinci-code
Mystery,The Silent Patient (Hardcover),Alex Michaelides,4.17,2790217,2019,/book/show/40097951-the-silent-patient
Mystery,"The Mysterious Affair at Styles (Hercule Poirot, #1)",Agatha Christie,4.00,467099,1920,/book/show/52843028-the-mysterious-affair-at-styles
Mystery,"One of Us Is Lying (One of Us is Lying, #1)",Karen M. McManus,3.92,971027,2017,/book/show/58679358-one-of-us-is-lying
Mystery,"The Inheritance Games (The Inheritance Games, #1)",Jennifer Lynn Barnes,4.14,927078,2020,/book/show/52439531-the-inheritance-games
Mystery,The 7 1/2 Deaths of Evelyn Hardcastle (Hardcover),Stuart Turton,3.80,436765,2018,/book/show/36337550-the-7-1-2-deaths-of-evelyn-hardcastle
Mystery,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,4.27,308704,1926,/book/show/16328.The_Murder_of_Roger_Ackroyd
Mystery,"The Thursday Murder Club (Thursday Murder Club, #1)",Richard Osman,3.87,618799,2020,/book/show/46000520-the-thursday-murder-club
Mystery,"The Cuckoo's Calling (Cormoran Strike, #1)",Robert Galbraith,3.89,606104,2013,/book/show/16160797-the-cuckoo-s-calling
Mystery,"Angels & Demons (Robert Langdon, #1)",Dan    Brown,3.95,3307621,2000,/book/show/960.Angels_Demons
Mystery,The Guest List (Kindle Edition),Lucy Foley,3.81,1164092,2020,/book/show/52656911-the-guest-list
Mystery,"A Study in Scarlet (Sherlock Holmes, #1)",Arthur Conan Doyle,4.14,472766,1887,/book/show/102868.A_Study_in_Scarlet
Mystery,"Death on the Nile (Hercule Poirot, #18)",Agatha Christie,4.12,284550,1937,/book/show/131359.Death_on_the_Nile
Mystery,"In the Woods (Dublin Murder Squad, #1)",Tana French,3.79,420399,2007,/book/show/2459785.In_the_Woods
Mystery,"Still Life (Chief Inspector Armand Gamache, #1)",Louise Penny,3.90,268193,2005,/book/show/338691.Still_Life
Mystery,"The Hound of the Baskervilles (Sherlock Holmes, #5)",Arthur Conan Doyle,4.13,367882,1901,/book/show/8921.The_Hound_of_the_Baskervilles
Mystery,The Girl Who Played With Fire (Millennium #2),Stieg Larsson,4.26,955111,2006,/book/show/5060378-the-girl-who-played-with-fire
Mystery,Sharp Objects (Paperback),Gillian Flynn,4.01,1145734,2006,/book/show/18045891-sharp-objects
Mystery,"The Maid (Molly the Maid, #1)",Nita Prose,3.76,644195,2022,/book/show/55196813-the-maid
Mystery,"The Sweetness at the Bottom of the Pie (Flavia de Luce, #1)",Alan Bradley,3.82,174404,2009,/book/show/40605285-the-sweetness-at-the-bottom-of-the-pie
Mystery,Where the Crawdads Sing (ebook),Delia Owens,4.38,3368133,2018,/book/show/36809135-where-the-crawdads-sing
Mystery,"Truly, Devious (Truly Devious, #1)",Maureen Johnson,3.90,168023,2018,/book/show/29589074-truly-devious
Mystery,"Good Girl, Bad Blood (A Good Girl's Guide to Murder, #2)",Holly  Jackson,4.27,668725,2020,/book/show/51335759-good-girl-bad-blood
Mystery,"The A.B.C. Murders (Hercule Poirot, #13)",Agatha Christie,4.03,184019,1936,/book/show/16322.The_A_B_C_Murders
Mystery,"The Adventures of Sherlock Holmes (Sherlock Holmes, #3)",Arthur Conan Doyle,4.30,315669,1892,/book/show/3590.The_Adventures_of_Sherlock_Holmes
Mystery,We Were Liars (Kindle Edition),E. Lockhart,3.66,1233924,2014,/book/show/16143347-we-were-liars
Mystery,"Murder at the Vicarage (Miss Marple, #1)",Agatha Christie,4.05,200606,1930,/book/show/16331.Murder_at_the_Vicarage
Mystery,Rebecca (Kindle Edition),Daphne du Maurier,4.25,676964,1938,/book/show/17899948-rebecca
Mystery,"The Girl Who Kicked the Hornet’s Nest (Millennium, #3)",Stieg Larsson,4.24,757685,2007,/book/show/6892870-the-girl-who-kicked-the-hornet-s-nest
Mystery,Dark Places (Hardcover),Gillian Flynn,3.95,798373,2009,/book/show/5886881-dark-places
Mystery,"One for the Money (Stephanie Plum, #1)",Janet Evanovich,4.05,567868,1994,/book/show/6853.One_for_the_Money
Mystery,The Secret History (Paperback),Donna Tartt,4.16,896354,1992,/book/show/29044.The_Secret_History
Mystery,"The Silkworm (Cormoran Strike, #2)",Robert Galbraith,4.05,283094,2014,/book/show/18214414-the-silkworm
Mystery,"The Woman in Cabin 10 (Lo Blacklock, #1)",Ruth Ware,3.73,684468,2016,/book/show/28187230-the-woman-in-cabin-10
Mystery,"The Hawthorne Legacy (The Inheritance Games, #2)",Jennifer Lynn Barnes,4.19,536837,2021,/book/show/50531218-the-hawthorne-legacy
Mystery,If We Were Villains (Hardcover),M.L. Rio,4.12,352302,2017,/book/show/30319086-if-we-were-villains
Mystery,Verity (ebook),Colleen Hoover,4.30,3334578,2018,/book/show/59344312-verity
Mystery,The Westing Game (Paperback),Ellen Raskin,4.00,224242,1978,/book/show/902.The_Westing_Game
Mystery,"Magpie Murders (Susan Ryeland, #1)",Anthony Horowitz,3.95,150173,2016,/book/show/32075854-magpie-murders
Mystery,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,4.30,679988,2001,/book/show/1232.The_Shadow_of_the_Wind
Mystery,The Last Thing He Told Me (Hardcover),Laura Dave,3.83,1063624,2021,/book/show/54981009-the-last-thing-he-told-me
Mystery,"The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency, #1)",Alexander McCall Smith,3.81,271026,1998,/book/show/7061.The_No_1_Ladies_Detective_Agency
Mystery,The Woman in the Window (Kindle Edition),A.J. Finn,3.95,842136,2018,/book/show/40389527-the-woman-in-the-window
Mystery,The Curious Incident of the Dog in the Night-Time (Paperback),Mark Haddon,3.89,1543498,2003,/book/show/1618.The_Curious_Incident_of_the_Dog_in_the_Night_Time
Mystery,"The Lost Symbol (Robert Langdon, #3)",Dan    Brown,3.76,631318,2009,/book/show/6411961-the-lost-symbol
Mystery,Unknown Title,Unknown Author,N/A,N/A,N/A,No Image
Mystery,Unknown Title,Unknown Author,N/A,N/A,N/A,No Image
Nonfiction,Educated (Hardcover),Tara Westover,4.47,1704690,2018,/book/show/35133922-educated
Nonfiction,The Diary of a Young Girl (Mass Market Paperback),Anne Frank,4.20,3983012,1947,/book/show/127441416-the-diary-of-a-young-girl
Nonfiction,The Immortal Life of Henrietta Lacks (Hardcover),Rebecca Skloot,4.12,771575,2010,/book/show/6493208-the-immortal-life-of-henrietta-lacks
Nonfiction,I’m Glad My Mom Died (Hardcover),Jennette McCurdy,4.45,1264650,2022,/book/show/59366244-i-m-glad-my-mom-died
Nonfiction,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America (Hardcover)",Erik Larson,4.00,724534,2003,/book/show/397483.The_Devil_in_the_White_City
Nonfiction,Sapiens: A Brief History of Humankind (Paperback),Yuval Noah Harari,4.35,1156544,2011,/book/show/23692271-sapiens
Nonfiction,Quiet: The Power of Introverts in a World That Can't Stop Talking (Hardcover),Susan Cain,4.08,457947,2012,/book/show/8520610-quiet
Nonfiction,Night (Paperback),Elie Wiesel,4.38,1309694,1956,/book/show/1617.Night
Nonfiction,Between the World and Me (Hardcover),Ta-Nehisi Coates,4.40,350620,2015,/book/show/25489625-between-the-world-and-me
Nonfiction,Becoming (Hardcover),Michelle Obama,4.44,1132990,2018,/book/show/38746485-becoming
Nonfiction,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI (Paperback),David Grann,4.14,409249,2017,/book/show/193388249-killers-of-the-flower-moon
Nonfiction,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones (Kindle Edition),James Clear,4.34,1108184,2018,/book/show/40121378-atomic-habits
Nonfiction,Born a Crime: Stories From a South African Childhood (Hardcover),Trevor Noah,4.49,756512,2016,/book/show/29780253-born-a-crime
Nonfiction,Outliers: The Story of Success (Hardcover),Malcolm Gladwell,4.19,829584,2008,/book/show/3228917-outliers
Nonfiction,Stiff: The Curious Lives of Human Cadavers (Paperback),Mary Roach,4.07,230109,2003,/book/show/56769575-stiff
Nonfiction,The Glass Castle (Paperback),Jeannette Walls,4.32,1296052,2005,/book/show/7445.The_Glass_Castle
Nonfiction,Into the Wild (Kindle Edition),Jon Krakauer,4.02,1145621,1996,/book/show/60869516-into-the-wild
Nonfiction,In Cold Blood (Paperback),Truman Capote,4.09,697105,1966,/book/show/168642.In_Cold_Blood
Nonfiction,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything (Hardcover),Steven D. Levitt,4.01,876819,2005,/book/show/1202.Freakonomics
Nonfiction,We Should All Be Feminists (Kindle Edition),Chimamanda Ngozi Adichie,4.40,313147,2012,/book/show/22738563-we-should-all-be-feminists
Nonfiction,When Breath Becomes Air (Kindle Edition),Paul Kalanithi,4.41,740279,2016,/book/show/25899336-when-breath-becomes-air
Nonfiction,Blink: The Power of Thinking Without Thinking (Paperback),Malcolm Gladwell,3.96,608794,2005,/book/show/40102.Blink
Nonfiction,Crying in H Mart (Hardcover),Michelle Zauner,4.25,515002,2021,/book/show/54814676-crying-in-h-mart
Nonfiction,Man’s Search for Meaning (Paperback),Viktor E. Frankl,4.38,799440,1946,/book/show/4069.Man_s_Search_for_Meaning
Nonfiction,Bossypants (ebook),Tina Fey,3.96,1032962,2011,/book/show/9418327-bossypants
Nonfiction,I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer (ebook),Michelle McNamara,4.12,253023,2018,/book/show/35068432-i-ll-be-gone-in-the-dark
Nonfiction,"Guns, Germs, and Steel: The Fates of Human Societies (Paperback)",Jared Diamond,4.04,435884,1997,/book/show/1842.Guns_Germs_and_Steel
Nonfiction,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing (Hardcover),Marie Kondō,3.88,381303,2010,/book/show/22318578-the-life-changing-magic-of-tidying-up
Nonfiction,A Short History of Nearly Everything (Paperback),Bill Bryson,4.22,405677,2003,/book/show/21.A_Short_History_of_Nearly_Everything
Nonfiction,Into Thin Air: A Personal Account of the Mt. Everest Disaster (Paperback),Jon Krakauer,4.25,537305,1997,/book/show/1898.Into_Thin_Air
Nonfiction,On Writing: A Memoir of the Craft (Mass Market Paperback),Stephen        King,4.34,303747,2000,/book/show/10569.On_Writing
Nonfiction,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life (Paperback),Mark Manson,3.88,1281279,2016,/book/show/28257707-the-subtle-art-of-not-giving-a-f-ck
Nonfiction,"Unbroken: A World War II Story of Survival, Resilience and Redemption (Hardcover)",Laura Hillenbrand,4.39,976732,2010,/book/show/8664353-unbroken
Nonfiction,Just Mercy (Paperback),Bryan Stevenson,4.63,248182,2014,/book/show/20342617-just-mercy
